Region,Region Code,State,State Code,Age Groups,Age Groups Code,Year,Year Code,Count,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Crude Rate Standard Error
Midwest,CENS-R2,Nebraska,31,45-49 years,45-49,2003,2003,Suppressed,129771,Suppressed,Suppressed,Suppressed,Suppressed
Midwest,CENS-R2,Nebraska,31,45-49 years,45-49,2004,2004,Suppressed,130531,Suppressed,Suppressed,Suppressed,Suppressed
Midwest,CENS-R2,Nebraska,31,45-49 years,45-49,2005,2005,Suppressed,132368,Suppressed,Suppressed,Suppressed,Suppressed
Midwest,CENS-R2,Nebraska,31,45-49 years,45-49,2006,2006,Suppressed,133170,Suppressed,Suppressed,Suppressed,Suppressed
Midwest,CENS-R2,Nebraska,31,45-49 years,45-49,2007,2007,Suppressed,133204,Suppressed,Suppressed,Suppressed,Suppressed
Midwest,CENS-R2,Nebraska,31,45-49 years,45-49,2008,2008,Suppressed,132311,Suppressed,Suppressed,Suppressed,Suppressed
Midwest,CENS-R2,Nebraska,31,45-49 years,45-49,2009,2009,Suppressed,131106,Suppressed,Suppressed,Suppressed,Suppressed
Midwest,CENS-R2,Nebraska,31,45-49 years,45-49,2010,2010,Suppressed,127606,Suppressed,Suppressed,Suppressed,Suppressed
Midwest,CENS-R2,Nebraska,31,45-49 years,45-49,2011,2011,Suppressed,122947,Suppressed,Suppressed,Suppressed,Suppressed
Midwest,CENS-R2,Nebraska,31,45-49 years,45-49,2012,2012,Suppressed,118335,Suppressed,Suppressed,Suppressed,Suppressed
Midwest,CENS-R2,Nebraska,31,45-49 years,45-49,2013,2013,Suppressed,114029,Suppressed,Suppressed,Suppressed,Suppressed
Midwest,CENS-R2,Nebraska,31,45-49 years,45-49,2014,2014,Suppressed,111245,Suppressed,Suppressed,Suppressed,Suppressed
Midwest,CENS-R2,Nebraska,31,45-49 years,45-49,2015,2015,Suppressed,110378,Suppressed,Suppressed,Suppressed,Suppressed
Midwest,CENS-R2,Nebraska,31,45-49 years,45-49,2016,2016,Suppressed,110963,Suppressed,Suppressed,Suppressed,Suppressed
Midwest,CENS-R2,Nebraska,31,45-49 years,45-49,2017,2017,Suppressed,111693,Suppressed,Suppressed,Suppressed,Suppressed
Midwest,CENS-R2,Nebraska,31,45-49 years,45-49,2018,2018,Suppressed,111555,Suppressed,Suppressed,Suppressed,Suppressed
Midwest,CENS-R2,Nebraska,31,45-49 years,45-49,2019,2019,Suppressed,110932,Suppressed,Suppressed,Suppressed,Suppressed
Midwest,CENS-R2,Nebraska,31,45-49 years,45-49,2020,2020,Suppressed,110140,Suppressed,Suppressed,Suppressed,Suppressed
Midwest,CENS-R2,Nebraska,31,45-49 years,45-49,2021,2021,Suppressed,108391,Suppressed,Suppressed,Suppressed,Suppressed
Midwest,CENS-R2,Nebraska,31,50-54 years,50-54,1999,1999,Suppressed,98618,Suppressed,Suppressed,Suppressed,Suppressed
Midwest,CENS-R2,Nebraska,31,50-54 years,50-54,2000,2000,Suppressed,104010,Suppressed,Suppressed,Suppressed,Suppressed
Midwest,CENS-R2,Nebraska,31,50-54 years,50-54,2001,2001,Suppressed,110437,Suppressed,Suppressed,Suppressed,Suppressed
Midwest,CENS-R2,Nebraska,31,50-54 years,50-54,2002,2002,Suppressed,112291,Suppressed,Suppressed,Suppressed,Suppressed
Midwest,CENS-R2,Nebraska,31,50-54 years,50-54,2003,2003,Suppressed,115435,Suppressed,Suppressed,Suppressed,Suppressed
Midwest,CENS-R2,Nebraska,31,50-54 years,50-54,2004,2004,Suppressed,118565,Suppressed,Suppressed,Suppressed,Suppressed
Midwest,CENS-R2,Nebraska,31,50-54 years,50-54,2005,2005,Suppressed,121439,Suppressed,Suppressed,Suppressed,Suppressed
Midwest,CENS-R2,Nebraska,31,50-54 years,50-54,2006,2006,Suppressed,123666,Suppressed,Suppressed,Suppressed,Suppressed
Midwest,CENS-R2,Nebraska,31,50-54 years,50-54,2007,2007,Suppressed,125502,Suppressed,Suppressed,Suppressed,Suppressed
Midwest,CENS-R2,Nebraska,31,50-54 years,50-54,2008,2008,Suppressed,127405,Suppressed,Suppressed,Suppressed,Suppressed
Midwest,CENS-R2,Nebraska,31,50-54 years,50-54,2009,2009,Suppressed,128590,Suppressed,Suppressed,Suppressed,Suppressed
Midwest,CENS-R2,Nebraska,31,50-54 years,50-54,2010,2010,Suppressed,130409,Suppressed,Suppressed,Suppressed,Suppressed
Midwest,CENS-R2,Nebraska,31,50-54 years,50-54,2011,2011,Suppressed,131428,Suppressed,Suppressed,Suppressed,Suppressed
Midwest,CENS-R2,Nebraska,31,50-54 years,50-54,2012,2012,Suppressed,131558,Suppressed,Suppressed,Suppressed,Suppressed
Midwest,CENS-R2,Nebraska,31,50-54 years,50-54,2013,2013,Suppressed,131075,Suppressed,Suppressed,Suppressed,Suppressed
Midwest,CENS-R2,Nebraska,31,50-54 years,50-54,2014,2014,Suppressed,129443,Suppressed,Suppressed,Suppressed,Suppressed
Midwest,CENS-R2,Nebraska,31,50-54 years,50-54,2015,2015,Suppressed,125878,Suppressed,Suppressed,Suppressed,Suppressed
Midwest,CENS-R2,Nebraska,31,50-54 years,50-54,2016,2016,Suppressed,121258,Suppressed,Suppressed,Suppressed,Suppressed
Midwest,CENS-R2,Nebraska,31,50-54 years,50-54,2017,2017,Suppressed,116548,Suppressed,Suppressed,Suppressed,Suppressed
Midwest,CENS-R2,Nebraska,31,50-54 years,50-54,2018,2018,Suppressed,112170,Suppressed,Suppressed,Suppressed,Suppressed
Midwest,CENS-R2,Nebraska,31,50-54 years,50-54,2019,2019,Suppressed,109234,Suppressed,Suppressed,Suppressed,Suppressed
Midwest,CENS-R2,Nebraska,31,50-54 years,50-54,2020,2020,Suppressed,108454,Suppressed,Suppressed,Suppressed,Suppressed
Midwest,CENS-R2,Nebraska,31,50-54 years,50-54,2021,2021,Suppressed,109267,Suppressed,Suppressed,Suppressed,Suppressed
Midwest,CENS-R2,Nebraska,31,55-59 years,55-59,1999,1999,Suppressed,75854,Suppressed,Suppressed,Suppressed,Suppressed
Midwest,CENS-R2,Nebraska,31,55-59 years,55-59,2000,2000,Suppressed,78053,Suppressed,Suppressed,Suppressed,Suppressed
Midwest,CENS-R2,Nebraska,31,55-59 years,55-59,2001,2001,Suppressed,79846,Suppressed,Suppressed,Suppressed,Suppressed
Midwest,CENS-R2,Nebraska,31,55-59 years,55-59,2002,2002,Suppressed,85926,Suppressed,Suppressed,Suppressed,Suppressed
Midwest,CENS-R2,Nebraska,31,55-59 years,55-59,2003,2003,Suppressed,89938,Suppressed,Suppressed,Suppressed,Suppressed
Midwest,CENS-R2,Nebraska,31,55-59 years,55-59,2004,2004,17,94862,17.92076912,10.43939085,28.69272671,4.346424939
Midwest,CENS-R2,Nebraska,31,55-59 years,55-59,2005,2005,Suppressed,100999,Suppressed,Suppressed,Suppressed,Suppressed
Midwest,CENS-R2,Nebraska,31,55-59 years,55-59,2006,2006,Suppressed,107599,Suppressed,Suppressed,Suppressed,Suppressed
Midwest,CENS-R2,Nebraska,31,55-59 years,55-59,2007,2007,Suppressed,109369,Suppressed,Suppressed,Suppressed,Suppressed
Midwest,CENS-R2,Nebraska,31,55-59 years,55-59,2008,2008,Suppressed,112383,Suppressed,Suppressed,Suppressed,Suppressed
Midwest,CENS-R2,Nebraska,31,55-59 years,55-59,2009,2009,Suppressed,115543,Suppressed,Suppressed,Suppressed,Suppressed
Midwest,CENS-R2,Nebraska,31,55-59 years,55-59,2010,2010,Suppressed,118463,Suppressed,Suppressed,Suppressed,Suppressed
Midwest,CENS-R2,Nebraska,31,55-59 years,55-59,2011,2011,Suppressed,120833,Suppressed,Suppressed,Suppressed,Suppressed
Midwest,CENS-R2,Nebraska,31,55-59 years,55-59,2012,2012,16,122761,13.03345525,7.449687894,21.16535747,3.258363813
Midwest,CENS-R2,Nebraska,31,55-59 years,55-59,2013,2013,17,124685,13.63435858,7.942426873,21.82980665,3.306817681
Midwest,CENS-R2,Nebraska,31,55-59 years,55-59,2014,2014,18,125983,14.28764198,8.467719546,22.58057213,3.367629511
Midwest,CENS-R2,Nebraska,31,55-59 years,55-59,2015,2015,21,127398,16.48377526,10.20366467,25.19711656,3.597054659
Midwest,CENS-R2,Nebraska,31,55-59 years,55-59,2016,2016,16,128342,12.46669056,7.125735422,20.24497397,3.11667264
Midwest,CENS-R2,Nebraska,31,55-59 years,55-59,2017,2017,18,128110,14.05042542,8.327130681,22.20566871,3.31171703
Midwest,CENS-R2,Nebraska,31,55-59 years,55-59,2018,2018,Suppressed,127301,Suppressed,Suppressed,Suppressed,Suppressed
Midwest,CENS-R2,Nebraska,31,55-59 years,55-59,2019,2019,Suppressed,125787,Suppressed,Suppressed,Suppressed,Suppressed
Midwest,CENS-R2,Nebraska,31,55-59 years,55-59,2020,2020,Suppressed,122592,Suppressed,Suppressed,Suppressed,Suppressed
Midwest,CENS-R2,Nebraska,31,55-59 years,55-59,2021,2021,Suppressed,117787,Suppressed,Suppressed,Suppressed,Suppressed
Midwest,CENS-R2,Nebraska,31,60-64 years ,60-64,1999,1999,Suppressed,64422,Suppressed,Suppressed,Suppressed,Suppressed
Midwest,CENS-R2,Nebraska,31,60-64 years ,60-64,2000,2000,Suppressed,64253,Suppressed,Suppressed,Suppressed,Suppressed
Midwest,CENS-R2,Nebraska,31,60-64 years ,60-64,2001,2001,Suppressed,65089,Suppressed,Suppressed,Suppressed,Suppressed
Midwest,CENS-R2,Nebraska,31,60-64 years ,60-64,2002,2002,Suppressed,66681,Suppressed,Suppressed,Suppressed,Suppressed
Midwest,CENS-R2,Nebraska,31,60-64 years ,60-64,2003,2003,Suppressed,69385,Suppressed,Suppressed,Suppressed,Suppressed
Midwest,CENS-R2,Nebraska,31,60-64 years ,60-64,2004,2004,Suppressed,72203,Suppressed,Suppressed,Suppressed,Suppressed
Midwest,CENS-R2,Nebraska,31,60-64 years ,60-64,2005,2005,Suppressed,74148,Suppressed,Suppressed,Suppressed,Suppressed
Midwest,CENS-R2,Nebraska,31,60-64 years ,60-64,2006,2006,Suppressed,75825,Suppressed,Suppressed,Suppressed,Suppressed
Midwest,CENS-R2,Nebraska,31,60-64 years ,60-64,2007,2007,Suppressed,82012,Suppressed,Suppressed,Suppressed,Suppressed
Midwest,CENS-R2,Nebraska,31,60-64 years ,60-64,2008,2008,17,86038,19.75871127,11.51004782,31.63543366,4.792191387
Midwest,CENS-R2,Nebraska,31,60-64 years ,60-64,2009,2009,Suppressed,91072,Suppressed,Suppressed,Suppressed,Suppressed
Midwest,CENS-R2,Nebraska,31,60-64 years ,60-64,2010,2010,19,96782,19.63174971,11.81947816,30.65725236,4.503832266
Midwest,CENS-R2,Nebraska,31,60-64 years ,60-64,2011,2011,23,103189,22.28919749,14.12941036,33.44459276,4.647618955
Midwest,CENS-R2,Nebraska,31,60-64 years ,60-64,2012,2012,18,104773,17.17999866,10.1819048,27.15173011,4.049364519
Midwest,CENS-R2,Nebraska,31,60-64 years ,60-64,2013,2013,16,107375,14.90104773,8.517170063,24.19818812,3.725261932
Midwest,CENS-R2,Nebraska,31,60-64 years ,60-64,2014,2014,17,109990,15.45595054,9.003559365,24.7463355,3.748618625
Midwest,CENS-R2,Nebraska,31,60-64 years ,60-64,2015,2015,25,112611,22.20031791,14.36677673,32.77201641,4.440063582
Midwest,CENS-R2,Nebraska,31,60-64 years ,60-64,2016,2016,22,114727,19.17595684,12.01741709,29.03250521,4.088327734
Midwest,CENS-R2,Nebraska,31,60-64 years ,60-64,2017,2017,16,116654,13.71577486,7.839689471,22.27339353,3.428943714
Midwest,CENS-R2,Nebraska,31,60-64 years ,60-64,2018,2018,Suppressed,118433,Suppressed,Suppressed,Suppressed,Suppressed
Midwest,CENS-R2,Nebraska,31,60-64 years ,60-64,2019,2019,21,119811,17.52760598,10.84980905,26.79271733,3.824837198
Midwest,CENS-R2,Nebraska,31,60-64 years ,60-64,2020,2020,19,120786,15.73029987,9.470573866,24.56468629,3.608778288
Midwest,CENS-R2,Nebraska,31,60-64 years ,60-64,2021,2021,Suppressed,121525,Suppressed,Suppressed,Suppressed,Suppressed
Midwest,CENS-R2,Nebraska,31,65-69 years,65-69,1999,1999,Suppressed,59730,Suppressed,Suppressed,Suppressed,Suppressed
Midwest,CENS-R2,Nebraska,31,65-69 years,65-69,2000,2000,Suppressed,59171,Suppressed,Suppressed,Suppressed,Suppressed
Midwest,CENS-R2,Nebraska,31,65-69 years,65-69,2001,2001,Suppressed,58545,Suppressed,Suppressed,Suppressed,Suppressed
Midwest,CENS-R2,Nebraska,31,65-69 years,65-69,2002,2002,Suppressed,58349,Suppressed,Suppressed,Suppressed,Suppressed
Midwest,CENS-R2,Nebraska,31,65-69 years,65-69,2003,2003,19,58715,32.35970365,19.48246164,50.53342754,7.423825161
Midwest,CENS-R2,Nebraska,31,65-69 years,65-69,2004,2004,Suppressed,59238,Suppressed,Suppressed,Suppressed,Suppressed
Midwest,CENS-R2,Nebraska,31,65-69 years,65-69,2005,2005,Suppressed,59606,Suppressed,Suppressed,Suppressed,Suppressed
Midwest,CENS-R2,Nebraska,31,65-69 years,65-69,2006,2006,18,60595,29.70542124,17.60522669,46.94724349,7.001634932
Midwest,CENS-R2,Nebraska,31,65-69 years,65-69,2007,2007,Suppressed,62263,Suppressed,Suppressed,Suppressed,Suppressed
Midwest,CENS-R2,Nebraska,31,65-69 years,65-69,2008,2008,Suppressed,64608,Suppressed,Suppressed,Suppressed,Suppressed
Midwest,CENS-R2,Nebraska,31,65-69 years,65-69,2009,2009,Suppressed,67236,Suppressed,Suppressed,Suppressed,Suppressed
Midwest,CENS-R2,Nebraska,31,65-69 years,65-69,2010,2010,21,69224,30.33629955,18.77855183,46.37210008,6.619923285
Midwest,CENS-R2,Nebraska,31,65-69 years,65-69,2011,2011,22,70649,31.13986044,19.51509873,47.14592175,6.639040552
Midwest,CENS-R2,Nebraska,31,65-69 years,65-69,2012,2012,17,76751,22.14954854,12.90278296,35.46337431,5.372054599
Midwest,CENS-R2,Nebraska,31,65-69 years,65-69,2013,2013,18,80489,22.3633043,13.25384477,35.3435652,5.271081374
Midwest,CENS-R2,Nebraska,31,65-69 years,65-69,2014,2014,20,85119,23.49651664,14.35218818,36.28834893,5.253980844
Midwest,CENS-R2,Nebraska,31,65-69 years,65-69,2015,2015,23,90157,25.51105294,16.17178617,38.27893655,5.319422256
Midwest,CENS-R2,Nebraska,31,65-69 years,65-69,2016,2016,Suppressed,95981,Suppressed,Suppressed,Suppressed,Suppressed
Midwest,CENS-R2,Nebraska,31,65-69 years,65-69,2017,2017,20,97381,20.53788727,12.54499241,31.71900034,4.592411204
Midwest,CENS-R2,Nebraska,31,65-69 years,65-69,2018,2018,29,99514,29.14162831,19.5165191,41.85206091,5.411464525
Midwest,CENS-R2,Nebraska,31,65-69 years,65-69,2019,2019,28,101942,27.46659865,18.25132593,39.69678108,5.190699243
Midwest,CENS-R2,Nebraska,31,65-69 years,65-69,2020,2020,28,104330,26.83791814,17.83357297,38.78816502,5.071889794
Midwest,CENS-R2,Nebraska,31,65-69 years,65-69,2021,2021,20,106262,18.8214037,11.49652656,29.06803912,4.208593811
Midwest,CENS-R2,Nebraska,31,70-74 years,70-74,1999,1999,Suppressed,56690,Suppressed,Suppressed,Suppressed,Suppressed
Midwest,CENS-R2,Nebraska,31,70-74 years,70-74,2000,2000,22,56212,39.1375507,24.52718654,59.25446925,8.344153846
Midwest,CENS-R2,Nebraska,31,70-74 years,70-74,2001,2001,22,55828,39.4067493,24.69589113,59.66203743,8.40154718
Midwest,CENS-R2,Nebraska,31,70-74 years,70-74,2002,2002,Suppressed,55307,Suppressed,Suppressed,Suppressed,Suppressed
Midwest,CENS-R2,Nebraska,31,70-74 years,70-74,2003,2003,20,54259,36.86024438,22.51504646,56.92747696,8.242201211
Midwest,CENS-R2,Nebraska,31,70-74 years,70-74,2004,2004,18,53243,33.80726105,20.0362247,53.429901,7.968447847
Midwest,CENS-R2,Nebraska,31,70-74 years,70-74,2005,2005,Suppressed,53130,Suppressed,Suppressed,Suppressed,Suppressed
Midwest,CENS-R2,Nebraska,31,70-74 years,70-74,2006,2006,Suppressed,52890,Suppressed,Suppressed,Suppressed,Suppressed
Midwest,CENS-R2,Nebraska,31,70-74 years,70-74,2007,2007,16,52948,30.21832742,17.2722508,49.07230583,7.554581854
Midwest,CENS-R2,Nebraska,31,70-74 years,70-74,2008,2008,Suppressed,53468,Suppressed,Suppressed,Suppressed,Suppressed
Midwest,CENS-R2,Nebraska,31,70-74 years,70-74,2009,2009,22,54071,40.68724455,25.49836715,61.60071435,8.674549684
Midwest,CENS-R2,Nebraska,31,70-74 years,70-74,2010,2010,19,54401,34.92582857,21.0274211,54.540729,8.012534592
Midwest,CENS-R2,Nebraska,31,70-74 years,70-74,2011,2011,Suppressed,54893,Suppressed,Suppressed,Suppressed,Suppressed
Midwest,CENS-R2,Nebraska,31,70-74 years,70-74,2012,2012,22,56026,39.26748295,24.60861404,59.4511874,8.371855495
Midwest,CENS-R2,Nebraska,31,70-74 years,70-74,2013,2013,19,58315,32.58166852,19.61609766,50.88005141,7.474747395
Midwest,CENS-R2,Nebraska,31,70-74 years,70-74,2014,2014,24,60475,39.68582059,25.42723916,59.04933745,8.100834205
Midwest,CENS-R2,Nebraska,31,70-74 years,70-74,2015,2015,18,62232,28.92402622,17.14212482,45.71230587,6.817458361
Midwest,CENS-R2,Nebraska,31,70-74 years,70-74,2016,2016,25,63588,39.31559414,25.44280515,58.03751557,7.863118827
Midwest,CENS-R2,Nebraska,31,70-74 years,70-74,2017,2017,23,69002,33.33236718,21.12981834,50.01469642,6.950279011
Midwest,CENS-R2,Nebraska,31,70-74 years,70-74,2018,2018,22,72171,30.48315806,19.10354865,46.15167069,6.499031134
Midwest,CENS-R2,Nebraska,31,70-74 years,70-74,2019,2019,23,76328,30.13310974,19.1017677,45.21426059,6.283187721
Midwest,CENS-R2,Nebraska,31,70-74 years,70-74,2020,2020,20,81141,24.64845146,15.05581526,38.06741318,5.511561301
Midwest,CENS-R2,Nebraska,31,70-74 years,70-74,2021,2021,29,86342,33.58736189,22.49388341,48.23684869,6.237016524
Midwest,CENS-R2,Nebraska,31,75-79 years,75-79,1999,1999,22,47817,46.00874166,28.83330635,69.65749054,9.809096681
Midwest,CENS-R2,Nebraska,31,75-79 years,75-79,2000,2000,Suppressed,48072,Suppressed,Suppressed,Suppressed,Suppressed
Midwest,CENS-R2,Nebraska,31,75-79 years,75-79,2001,2001,16,48131,33.24260871,19.00087544,53.98351268,8.310652178
Midwest,CENS-R2,Nebraska,31,75-79 years,75-79,2002,2002,17,47988,35.42552305,20.63644025,56.71937654,8.591951375
Midwest,CENS-R2,Nebraska,31,75-79 years,75-79,2003,2003,20,48126,41.55757802,25.38428096,64.18210473,9.292556944
Midwest,CENS-R2,Nebraska,31,75-79 years,75-79,2004,2004,Suppressed,48016,Suppressed,Suppressed,Suppressed,Suppressed
Midwest,CENS-R2,Nebraska,31,75-79 years,75-79,2005,2005,Suppressed,47938,Suppressed,Suppressed,Suppressed,Suppressed
Midwest,CENS-R2,Nebraska,31,75-79 years,75-79,2006,2006,Suppressed,47871,Suppressed,Suppressed,Suppressed,Suppressed
Midwest,CENS-R2,Nebraska,31,75-79 years,75-79,2007,2007,18,47612,37.80559523,22.40587901,59.74897545,8.910864251
Midwest,CENS-R2,Nebraska,31,75-79 years,75-79,2008,2008,25,47080,53.1011045,34.36399944,78.38762829,10.6202209
Midwest,CENS-R2,Nebraska,31,75-79 years,75-79,2009,2009,21,46311,45.34559824,28.06949692,69.31533018,9.895220779
Midwest,CENS-R2,Nebraska,31,75-79 years,75-79,2010,2010,17,46233,36.77027232,21.41979743,58.87243834,8.918100979
Midwest,CENS-R2,Nebraska,31,75-79 years,75-79,2011,2011,23,45686,50.34365013,31.91349046,75.53986084,10.49737671
Midwest,CENS-R2,Nebraska,31,75-79 years,75-79,2012,2012,Suppressed,45574,Suppressed,Suppressed,Suppressed,Suppressed
Midwest,CENS-R2,Nebraska,31,75-79 years,75-79,2013,2013,Suppressed,45769,Suppressed,Suppressed,Suppressed,Suppressed
Midwest,CENS-R2,Nebraska,31,75-79 years,75-79,2014,2014,17,46290,36.7249946,21.39342179,58.79994473,8.90711952
Midwest,CENS-R2,Nebraska,31,75-79 years,75-79,2015,2015,19,46466,40.8901132,24.61827433,63.85465067,9.380835328
Midwest,CENS-R2,Nebraska,31,75-79 years,75-79,2016,2016,22,46860,46.94835681,29.42215557,71.0800731,10.0094233
Midwest,CENS-R2,Nebraska,31,75-79 years,75-79,2017,2017,19,47797,39.75144884,23.93273082,62.0764943,9.119607807
Midwest,CENS-R2,Nebraska,31,75-79 years,75-79,2018,2018,23,49803,46.18195691,29.27533934,69.29530515,9.629603685
Midwest,CENS-R2,Nebraska,31,75-79 years,75-79,2019,2019,19,51681,36.76399451,22.13410605,57.41123814,8.434238779
Midwest,CENS-R2,Nebraska,31,75-79 years,75-79,2020,2020,Suppressed,52967,Suppressed,Suppressed,Suppressed,Suppressed
Midwest,CENS-R2,Nebraska,31,75-79 years,75-79,2021,2021,21,53856,38.99286988,24.13707798,59.60454278,8.508941798
Midwest,CENS-R2,Nebraska,31,80-84 years,80-84,1999,1999,Suppressed,34439,Suppressed,Suppressed,Suppressed,Suppressed
Midwest,CENS-R2,Nebraska,31,80-84 years,80-84,2000,2000,Suppressed,34809,Suppressed,Suppressed,Suppressed,Suppressed
Midwest,CENS-R2,Nebraska,31,80-84 years,80-84,2001,2001,17,35394,48.03073967,27.97936076,76.90143645,11.64916547
Midwest,CENS-R2,Nebraska,31,80-84 years,80-84,2002,2002,Suppressed,36083,Suppressed,Suppressed,Suppressed,Suppressed
Midwest,CENS-R2,Nebraska,31,80-84 years,80-84,2003,2003,21,36139,58.10896815,35.97018378,88.82543114,12.68041643
Midwest,CENS-R2,Nebraska,31,80-84 years,80-84,2004,2004,18,36783,48.93564962,29.00222145,77.33921157,11.53424323
Midwest,CENS-R2,Nebraska,31,80-84 years,80-84,2005,2005,17,37168,45.73826948,26.64392743,73.23099014,11.09315978
Midwest,CENS-R2,Nebraska,31,80-84 years,80-84,2006,2006,17,37562,45.25850594,26.36445063,72.46284653,10.97680003
Midwest,CENS-R2,Nebraska,31,80-84 years,80-84,2007,2007,Suppressed,37537,Suppressed,Suppressed,Suppressed,Suppressed
Midwest,CENS-R2,Nebraska,31,80-84 years,80-84,2008,2008,Suppressed,37832,Suppressed,Suppressed,Suppressed,Suppressed
Midwest,CENS-R2,Nebraska,31,80-84 years,80-84,2009,2009,18,37852,47.55362993,28.18315311,75.15503062,11.20849806
Midwest,CENS-R2,Nebraska,31,80-84 years,80-84,2010,2010,17,37853,44.91057512,26.16177039,71.90577871,10.89241441
Midwest,CENS-R2,Nebraska,31,80-84 years,80-84,2011,2011,20,37777,52.94226646,32.33829859,81.76477678,11.83825067
Midwest,CENS-R2,Nebraska,31,80-84 years,80-84,2012,2012,21,37869,55.4543294,34.32692893,84.76754749,12.10112677
Midwest,CENS-R2,Nebraska,31,80-84 years,80-84,2013,2013,Suppressed,37130,Suppressed,Suppressed,Suppressed,Suppressed
Midwest,CENS-R2,Nebraska,31,80-84 years,80-84,2014,2014,19,36551,51.98216191,31.29634579,81.17617023,11.92552582
Midwest,CENS-R2,Nebraska,31,80-84 years,80-84,2015,2015,Suppressed,36253,Suppressed,Suppressed,Suppressed,Suppressed
Midwest,CENS-R2,Nebraska,31,80-84 years,80-84,2016,2016,Suppressed,35960,Suppressed,Suppressed,Suppressed,Suppressed
Midwest,CENS-R2,Nebraska,31,80-84 years,80-84,2017,2017,16,35758,44.74523184,25.5755673,72.66291316,11.18630796
Midwest,CENS-R2,Nebraska,31,80-84 years,80-84,2018,2018,18,36155,49.78564514,29.50598013,78.68256725,11.7345891
Midwest,CENS-R2,Nebraska,31,80-84 years,80-84,2019,2019,Suppressed,36798,Suppressed,Suppressed,Suppressed,Suppressed
Midwest,CENS-R2,Nebraska,31,80-84 years,80-84,2020,2020,Suppressed,36982,Suppressed,Suppressed,Suppressed,Suppressed
Midwest,CENS-R2,Nebraska,31,80-84 years,80-84,2021,2021,17,36927,46.03677526,26.81781609,73.70892414,11.16555806
Midwest,CENS-R2,Nebraska,31,85+ years,85+,1999,1999,Suppressed,33855,Suppressed,Suppressed,Suppressed,Suppressed
Midwest,CENS-R2,Nebraska,31,85+ years,85+,2000,2000,Suppressed,34166,Suppressed,Suppressed,Suppressed,Suppressed
Midwest,CENS-R2,Nebraska,31,85+ years,85+,2001,2001,Suppressed,34383,Suppressed,Suppressed,Suppressed,Suppressed
Midwest,CENS-R2,Nebraska,31,85+ years,85+,2002,2002,Suppressed,34472,Suppressed,Suppressed,Suppressed,Suppressed
Midwest,CENS-R2,Nebraska,31,85+ years,85+,2003,2003,17,34759,48.90819644,28.4905059,78.30632186,11.86197999
Midwest,CENS-R2,Nebraska,31,85+ years,85+,2004,2004,Suppressed,34850,Suppressed,Suppressed,Suppressed,Suppressed
Midwest,CENS-R2,Nebraska,31,85+ years,85+,2005,2005,Suppressed,35584,Suppressed,Suppressed,Suppressed,Suppressed
Midwest,CENS-R2,Nebraska,31,85+ years,85+,2006,2006,Suppressed,36318,Suppressed,Suppressed,Suppressed,Suppressed
Midwest,CENS-R2,Nebraska,31,85+ years,85+,2007,2007,Suppressed,37362,Suppressed,Suppressed,Suppressed,Suppressed
Midwest,CENS-R2,Nebraska,31,85+ years,85+,2008,2008,Suppressed,37760,Suppressed,Suppressed,Suppressed,Suppressed
Midwest,CENS-R2,Nebraska,31,85+ years,85+,2009,2009,16,38662,41.384305,23.65452216,67.20501911,10.34607625
Midwest,CENS-R2,Nebraska,31,85+ years,85+,2010,2010,Suppressed,39532,Suppressed,Suppressed,Suppressed,Suppressed
Midwest,CENS-R2,Nebraska,31,85+ years,85+,2011,2011,Suppressed,40020,Suppressed,Suppressed,Suppressed,Suppressed
Midwest,CENS-R2,Nebraska,31,85+ years,85+,2012,2012,18,40620,44.31314623,26.26264676,70.03368338,10.44470873
Midwest,CENS-R2,Nebraska,31,85+ years,85+,2013,2013,Suppressed,40928,Suppressed,Suppressed,Suppressed,Suppressed
Midwest,CENS-R2,Nebraska,31,85+ years,85+,2014,2014,Suppressed,41394,Suppressed,Suppressed,Suppressed,Suppressed
Midwest,CENS-R2,Nebraska,31,85+ years,85+,2015,2015,17,41826,40.64457515,23.67669618,65.07553774,9.857757437
Midwest,CENS-R2,Nebraska,31,85+ years,85+,2016,2016,Suppressed,42415,Suppressed,Suppressed,Suppressed,Suppressed
Midwest,CENS-R2,Nebraska,31,85+ years,85+,2017,2017,Suppressed,42321,Suppressed,Suppressed,Suppressed,Suppressed
Midwest,CENS-R2,Nebraska,31,85+ years,85+,2018,2018,21,42128,49.84808204,30.85659114,76.19783175,10.87774329
Midwest,CENS-R2,Nebraska,31,85+ years,85+,2019,2019,Suppressed,42003,Suppressed,Suppressed,Suppressed,Suppressed
Midwest,CENS-R2,Nebraska,31,85+ years,85+,2020,2020,16,41988,38.10612556,21.78077393,61.88150064,9.52653139
Midwest,CENS-R2,Nebraska,31,85+ years,85+,2021,2021,Suppressed,41076,Suppressed,Suppressed,Suppressed,Suppressed
Midwest,CENS-R2,North Dakota,38,< 1 year,1,1999,1999,0,7547,0,0,0,0
Midwest,CENS-R2,North Dakota,38,< 1 year,1,2000,2000,0,7700,0,0,0,0
Midwest,CENS-R2,North Dakota,38,< 1 year,1,2001,2001,0,7432,0,0,0,0
Midwest,CENS-R2,North Dakota,38,< 1 year,1,2002,2002,0,7502,0,0,0,0
Midwest,CENS-R2,North Dakota,38,< 1 year,1,2003,2003,0,7693,0,0,0,0
