Region,Region Code,State,State Code,Age Groups,Age Groups Code,Year,Year Code,Count,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Crude Rate Standard Error
Northeast,CENS-R1,New York,36,15-19 years,15-19,2005,2005,0,1364644,0,0,0,0
Northeast,CENS-R1,New York,36,15-19 years,15-19,2006,2006,Suppressed,1378904,Suppressed,Suppressed,Suppressed,Suppressed
Northeast,CENS-R1,New York,36,15-19 years,15-19,2007,2007,0,1387788,0,0,0,0
Northeast,CENS-R1,New York,36,15-19 years,15-19,2008,2008,Suppressed,1390597,Suppressed,Suppressed,Suppressed,Suppressed
Northeast,CENS-R1,New York,36,15-19 years,15-19,2009,2009,0,1380777,0,0,0,0
Northeast,CENS-R1,New York,36,15-19 years,15-19,2010,2010,Suppressed,1361963,Suppressed,Suppressed,Suppressed,Suppressed
Northeast,CENS-R1,New York,36,15-19 years,15-19,2011,2011,0,1345361,0,0,0,0
Northeast,CENS-R1,New York,36,15-19 years,15-19,2012,2012,0,1329733,0,0,0,0
Northeast,CENS-R1,New York,36,15-19 years,15-19,2013,2013,0,1312338,0,0,0,0
Northeast,CENS-R1,New York,36,15-19 years,15-19,2014,2014,0,1295745,0,0,0,0
Northeast,CENS-R1,New York,36,15-19 years,15-19,2015,2015,0,1287885,0,0,0,0
Northeast,CENS-R1,New York,36,15-19 years,15-19,2016,2016,0,1282846,0,0,0,0
Northeast,CENS-R1,New York,36,15-19 years,15-19,2017,2017,0,1275398,0,0,0,0
Northeast,CENS-R1,New York,36,15-19 years,15-19,2018,2018,0,1271109,0,0,0,0
Northeast,CENS-R1,New York,36,15-19 years,15-19,2019,2019,0,1266343,0,0,0,0
Northeast,CENS-R1,New York,36,15-19 years,15-19,2020,2020,0,1240783,0,0,0,0
Northeast,CENS-R1,New York,36,15-19 years,15-19,2021,2021,0,1220023,0,0,0,0
Northeast,CENS-R1,New York,36,20-24 years,20-24,1999,1999,0,1230168,0,0,0,0
Northeast,CENS-R1,New York,36,20-24 years,20-24,2000,2000,0,1251399,0,0,0,0
Northeast,CENS-R1,New York,36,20-24 years,20-24,2001,2001,Suppressed,1281069,Suppressed,Suppressed,Suppressed,Suppressed
Northeast,CENS-R1,New York,36,20-24 years,20-24,2002,2002,0,1291779,0,0,0,0
Northeast,CENS-R1,New York,36,20-24 years,20-24,2003,2003,0,1307078,0,0,0,0
Northeast,CENS-R1,New York,36,20-24 years,20-24,2004,2004,0,1311375,0,0,0,0
Northeast,CENS-R1,New York,36,20-24 years,20-24,2005,2005,Suppressed,1317098,Suppressed,Suppressed,Suppressed,Suppressed
Northeast,CENS-R1,New York,36,20-24 years,20-24,2006,2006,0,1324873,0,0,0,0
Northeast,CENS-R1,New York,36,20-24 years,20-24,2007,2007,Suppressed,1344141,Suppressed,Suppressed,Suppressed,Suppressed
Northeast,CENS-R1,New York,36,20-24 years,20-24,2008,2008,0,1363442,0,0,0,0
Northeast,CENS-R1,New York,36,20-24 years,20-24,2009,2009,Suppressed,1388775,Suppressed,Suppressed,Suppressed,Suppressed
Northeast,CENS-R1,New York,36,20-24 years,20-24,2010,2010,Suppressed,1416078,Suppressed,Suppressed,Suppressed,Suppressed
Northeast,CENS-R1,New York,36,20-24 years,20-24,2011,2011,Suppressed,1441126,Suppressed,Suppressed,Suppressed,Suppressed
Northeast,CENS-R1,New York,36,20-24 years,20-24,2012,2012,Suppressed,1453965,Suppressed,Suppressed,Suppressed,Suppressed
Northeast,CENS-R1,New York,36,20-24 years,20-24,2013,2013,0,1457739,0,0,0,0
Northeast,CENS-R1,New York,36,20-24 years,20-24,2014,2014,0,1454115,0,0,0,0
Northeast,CENS-R1,New York,36,20-24 years,20-24,2015,2015,Suppressed,1428705,Suppressed,Suppressed,Suppressed,Suppressed
Northeast,CENS-R1,New York,36,20-24 years,20-24,2016,2016,Suppressed,1401285,Suppressed,Suppressed,Suppressed,Suppressed
Northeast,CENS-R1,New York,36,20-24 years,20-24,2017,2017,Suppressed,1377642,Suppressed,Suppressed,Suppressed,Suppressed
Northeast,CENS-R1,New York,36,20-24 years,20-24,2018,2018,Suppressed,1353293,Suppressed,Suppressed,Suppressed,Suppressed
Northeast,CENS-R1,New York,36,20-24 years,20-24,2019,2019,0,1328744,0,0,0,0
Northeast,CENS-R1,New York,36,20-24 years,20-24,2020,2020,Suppressed,1309946,Suppressed,Suppressed,Suppressed,Suppressed
Northeast,CENS-R1,New York,36,20-24 years,20-24,2021,2021,0,1309312,0,0,0,0
Northeast,CENS-R1,New York,36,25-29 years,25-29,1999,1999,Suppressed,1336334,Suppressed,Suppressed,Suppressed,Suppressed
Northeast,CENS-R1,New York,36,25-29 years,25-29,2000,2000,Suppressed,1298254,Suppressed,Suppressed,Suppressed,Suppressed
Northeast,CENS-R1,New York,36,25-29 years,25-29,2001,2001,Suppressed,1266709,Suppressed,Suppressed,Suppressed,Suppressed
Northeast,CENS-R1,New York,36,25-29 years,25-29,2002,2002,Suppressed,1265507,Suppressed,Suppressed,Suppressed,Suppressed
Northeast,CENS-R1,New York,36,25-29 years,25-29,2003,2003,Suppressed,1278915,Suppressed,Suppressed,Suppressed,Suppressed
Northeast,CENS-R1,New York,36,25-29 years,25-29,2004,2004,Suppressed,1294342,Suppressed,Suppressed,Suppressed,Suppressed
Northeast,CENS-R1,New York,36,25-29 years,25-29,2005,2005,Suppressed,1309477,Suppressed,Suppressed,Suppressed,Suppressed
Northeast,CENS-R1,New York,36,25-29 years,25-29,2006,2006,Suppressed,1326593,Suppressed,Suppressed,Suppressed,Suppressed
Northeast,CENS-R1,New York,36,25-29 years,25-29,2007,2007,Suppressed,1335918,Suppressed,Suppressed,Suppressed,Suppressed
Northeast,CENS-R1,New York,36,25-29 years,25-29,2008,2008,Suppressed,1357609,Suppressed,Suppressed,Suppressed,Suppressed
Northeast,CENS-R1,New York,36,25-29 years,25-29,2009,2009,Suppressed,1373104,Suppressed,Suppressed,Suppressed,Suppressed
Northeast,CENS-R1,New York,36,25-29 years,25-29,2010,2010,Suppressed,1385738,Suppressed,Suppressed,Suppressed,Suppressed
Northeast,CENS-R1,New York,36,25-29 years,25-29,2011,2011,Suppressed,1412171,Suppressed,Suppressed,Suppressed,Suppressed
Northeast,CENS-R1,New York,36,25-29 years,25-29,2012,2012,Suppressed,1433310,Suppressed,Suppressed,Suppressed,Suppressed
Northeast,CENS-R1,New York,36,25-29 years,25-29,2013,2013,Suppressed,1455303,Suppressed,Suppressed,Suppressed,Suppressed
Northeast,CENS-R1,New York,36,25-29 years,25-29,2014,2014,Suppressed,1478140,Suppressed,Suppressed,Suppressed,Suppressed
Northeast,CENS-R1,New York,36,25-29 years,25-29,2015,2015,0,1498716,0,0,0,0
Northeast,CENS-R1,New York,36,25-29 years,25-29,2016,2016,Suppressed,1511661,Suppressed,Suppressed,Suppressed,Suppressed
Northeast,CENS-R1,New York,36,25-29 years,25-29,2017,2017,Suppressed,1511844,Suppressed,Suppressed,Suppressed,Suppressed
Northeast,CENS-R1,New York,36,25-29 years,25-29,2018,2018,Suppressed,1505874,Suppressed,Suppressed,Suppressed,Suppressed
Northeast,CENS-R1,New York,36,25-29 years,25-29,2019,2019,Suppressed,1490771,Suppressed,Suppressed,Suppressed,Suppressed
Northeast,CENS-R1,New York,36,25-29 years,25-29,2020,2020,0,1453678,0,0,0,0
Northeast,CENS-R1,New York,36,25-29 years,25-29,2021,2021,Suppressed,1381842,Suppressed,Suppressed,Suppressed,Suppressed
Northeast,CENS-R1,New York,36,30-34 years,30-34,1999,1999,Suppressed,1468598,Suppressed,Suppressed,Suppressed,Suppressed
Northeast,CENS-R1,New York,36,30-34 years,30-34,2000,2000,Suppressed,1452273,Suppressed,Suppressed,Suppressed,Suppressed
Northeast,CENS-R1,New York,36,30-34 years,30-34,2001,2001,Suppressed,1439209,Suppressed,Suppressed,Suppressed,Suppressed
Northeast,CENS-R1,New York,36,30-34 years,30-34,2002,2002,Suppressed,1413944,Suppressed,Suppressed,Suppressed,Suppressed
Northeast,CENS-R1,New York,36,30-34 years,30-34,2003,2003,Suppressed,1377591,Suppressed,Suppressed,Suppressed,Suppressed
Northeast,CENS-R1,New York,36,30-34 years,30-34,2004,2004,Suppressed,1330171,Suppressed,Suppressed,Suppressed,Suppressed
Northeast,CENS-R1,New York,36,30-34 years,30-34,2005,2005,Suppressed,1274472,Suppressed,Suppressed,Suppressed,Suppressed
Northeast,CENS-R1,New York,36,30-34 years,30-34,2006,2006,Suppressed,1234210,Suppressed,Suppressed,Suppressed,Suppressed
Northeast,CENS-R1,New York,36,30-34 years,30-34,2007,2007,Suppressed,1229096,Suppressed,Suppressed,Suppressed,Suppressed
Northeast,CENS-R1,New York,36,30-34 years,30-34,2008,2008,Suppressed,1240874,Suppressed,Suppressed,Suppressed,Suppressed
Northeast,CENS-R1,New York,36,30-34 years,30-34,2009,2009,Suppressed,1262714,Suppressed,Suppressed,Suppressed,Suppressed
Northeast,CENS-R1,New York,36,30-34 years,30-34,2010,2010,Suppressed,1286161,Suppressed,Suppressed,Suppressed,Suppressed
Northeast,CENS-R1,New York,36,30-34 years,30-34,2011,2011,Suppressed,1317577,Suppressed,Suppressed,Suppressed,Suppressed
Northeast,CENS-R1,New York,36,30-34 years,30-34,2012,2012,Suppressed,1344721,Suppressed,Suppressed,Suppressed,Suppressed
Northeast,CENS-R1,New York,36,30-34 years,30-34,2013,2013,Suppressed,1370496,Suppressed,Suppressed,Suppressed,Suppressed
Northeast,CENS-R1,New York,36,30-34 years,30-34,2014,2014,Suppressed,1386048,Suppressed,Suppressed,Suppressed,Suppressed
Northeast,CENS-R1,New York,36,30-34 years,30-34,2015,2015,Suppressed,1396011,Suppressed,Suppressed,Suppressed,Suppressed
Northeast,CENS-R1,New York,36,30-34 years,30-34,2016,2016,Suppressed,1411891,Suppressed,Suppressed,Suppressed,Suppressed
Northeast,CENS-R1,New York,36,30-34 years,30-34,2017,2017,Suppressed,1422652,Suppressed,Suppressed,Suppressed,Suppressed
Northeast,CENS-R1,New York,36,30-34 years,30-34,2018,2018,Suppressed,1437012,Suppressed,Suppressed,Suppressed,Suppressed
Northeast,CENS-R1,New York,36,30-34 years,30-34,2019,2019,Suppressed,1453856,Suppressed,Suppressed,Suppressed,Suppressed
Northeast,CENS-R1,New York,36,30-34 years,30-34,2020,2020,Suppressed,1461219,Suppressed,Suppressed,Suppressed,Suppressed
Northeast,CENS-R1,New York,36,30-34 years,30-34,2021,2021,Suppressed,1430038,Suppressed,Suppressed,Suppressed,Suppressed
Northeast,CENS-R1,New York,36,35-39 years,35-39,1999,1999,20,1577435,1.267881085,0.774449601,1.958133281,0.283506829
Northeast,CENS-R1,New York,36,35-39 years,35-39,2000,2000,18,1561224,1.152941538,0.683302788,1.822139692,0.271750927
Northeast,CENS-R1,New York,36,35-39 years,35-39,2001,2001,18,1539037,1.169562525,0.693153388,1.848407945,0.275668531
Northeast,CENS-R1,New York,36,35-39 years,35-39,2002,2002,18,1507528,1.194007673,0.70764106,1.887041713,0.281430308
Northeast,CENS-R1,New York,36,35-39 years,35-39,2003,2003,Suppressed,1471595,Suppressed,Suppressed,Suppressed,Suppressed
Northeast,CENS-R1,New York,36,35-39 years,35-39,2004,2004,16,1429534,1.119245852,0.639740738,1.817571634,0.279811463
Northeast,CENS-R1,New York,36,35-39 years,35-39,2005,2005,19,1403066,1.354177209,0.815295029,2.114704653,0.310669558
Northeast,CENS-R1,New York,36,35-39 years,35-39,2006,2006,17,1381743,1.230330098,0.71670455,1.969866641,0.298398879
Northeast,CENS-R1,New York,36,35-39 years,35-39,2007,2007,21,1353206,1.551870151,0.960627186,2.37219038,0.33864583
Northeast,CENS-R1,New York,36,35-39 years,35-39,2008,2008,20,1321322,1.513635586,0.924561845,2.337679969,0.338459206
Northeast,CENS-R1,New York,36,35-39 years,35-39,2009,2009,17,1284954,1.323004559,0.770690231,2.1182466,0.320875738
Northeast,CENS-R1,New York,36,35-39 years,35-39,2010,2010,Suppressed,1248605,Suppressed,Suppressed,Suppressed,Suppressed
Northeast,CENS-R1,New York,36,35-39 years,35-39,2011,2011,18,1224394,1.470115012,0.871278944,2.323409147,0.346509431
Northeast,CENS-R1,New York,36,35-39 years,35-39,2012,2012,Suppressed,1224919,Suppressed,Suppressed,Suppressed,Suppressed
Northeast,CENS-R1,New York,36,35-39 years,35-39,2013,2013,Suppressed,1236805,Suppressed,Suppressed,Suppressed,Suppressed
Northeast,CENS-R1,New York,36,35-39 years,35-39,2014,2014,16,1253881,1.276038157,0.72936039,2.072190622,0.319009539
Northeast,CENS-R1,New York,36,35-39 years,35-39,2015,2015,18,1275397,1.411325258,0.836436585,2.230496245,0.332652553
Northeast,CENS-R1,New York,36,35-39 years,35-39,2016,2016,23,1295766,1.775011846,1.12520295,2.663377556,0.370115555
Northeast,CENS-R1,New York,36,35-39 years,35-39,2017,2017,17,1312406,1.295330866,0.754569466,2.073938584,0.314163881
Northeast,CENS-R1,New York,36,35-39 years,35-39,2018,2018,19,1328285,1.430415912,0.861195252,2.233760223,0.328159916
Northeast,CENS-R1,New York,36,35-39 years,35-39,2019,2019,20,1335988,1.497019434,0.914412334,2.312017752,0.334743722
Northeast,CENS-R1,New York,36,35-39 years,35-39,2020,2020,Suppressed,1336948,Suppressed,Suppressed,Suppressed,Suppressed
Northeast,CENS-R1,New York,36,35-39 years,35-39,2021,2021,Suppressed,1320383,Suppressed,Suppressed,Suppressed,Suppressed
Northeast,CENS-R1,New York,36,40-44 years,40-44,1999,1999,22,1492389,1.474146486,0.923835682,2.231865972,0.314289087
Northeast,CENS-R1,New York,36,40-44 years,40-44,2000,2000,25,1511463,1.654026595,1.070391464,2.44166714,0.330805319
Northeast,CENS-R1,New York,36,40-44 years,40-44,2001,2001,34,1530608,2.221339494,1.538335737,3.104098919,0.38095658
Northeast,CENS-R1,New York,36,40-44 years,40-44,2002,2002,30,1532264,1.957887153,1.320969507,2.795006846,0.357459653
Northeast,CENS-R1,New York,36,40-44 years,40-44,2003,2003,27,1531183,1.763342461,1.162045549,2.565566956,0.339355415
Northeast,CENS-R1,New York,36,40-44 years,40-44,2004,2004,25,1529508,1.634512536,1.057763081,2.412860567,0.326902507
Northeast,CENS-R1,New York,36,40-44 years,40-44,2005,2005,27,1505481,1.793446746,1.181884321,2.609367045,0.345148987
Northeast,CENS-R1,New York,36,40-44 years,40-44,2006,2006,31,1475057,2.1016137,1.427942046,2.983070855,0.377460963
Northeast,CENS-R1,New York,36,40-44 years,40-44,2007,2007,38,1439224,2.640311724,1.868432372,3.624031555,0.42831512
Northeast,CENS-R1,New York,36,40-44 years,40-44,2008,2008,29,1404934,2.064153903,1.382390121,2.964456686,0.383303757
Northeast,CENS-R1,New York,36,40-44 years,40-44,2009,2009,29,1369265,2.11792458,1.418401027,3.041680018,0.393288721
Northeast,CENS-R1,New York,36,40-44 years,40-44,2010,2010,38,1354049,2.806397701,1.985964106,3.851997372,0.455257823
Northeast,CENS-R1,New York,36,40-44 years,40-44,2011,2011,42,1351709,3.107177654,2.239372189,4.200001137,0.479447921
Northeast,CENS-R1,New York,36,40-44 years,40-44,2012,2012,42,1337678,3.139769063,2.262861123,4.244055248,0.484476884
Northeast,CENS-R1,New York,36,40-44 years,40-44,2013,2013,26,1312549,1.980878428,1.293971874,2.902445702,0.388482222
Northeast,CENS-R1,New York,36,40-44 years,40-44,2014,2014,46,1281964,3.588244288,2.627046207,4.786214571,0.529057757
Northeast,CENS-R1,New York,36,40-44 years,40-44,2015,2015,41,1248401,3.28420115,2.356800372,4.455392148,0.512906048
Northeast,CENS-R1,New York,36,40-44 years,40-44,2016,2016,39,1215208,3.209327128,2.282141286,4.387252245,0.513903628
Northeast,CENS-R1,New York,36,40-44 years,40-44,2017,2017,46,1204983,3.817481242,2.794876495,5.091984514,0.562856902
Northeast,CENS-R1,New York,36,40-44 years,40-44,2018,2018,27,1207064,2.236832513,1.474076263,3.254469116,0.430478618
Northeast,CENS-R1,New York,36,40-44 years,40-44,2019,2019,46,1215789,3.783551258,2.770035478,5.046726674,0.557854199
Northeast,CENS-R1,New York,36,40-44 years,40-44,2020,2020,39,1225730,3.18177739,2.262550764,4.349590878,0.509492139
Northeast,CENS-R1,New York,36,40-44 years,40-44,2021,2021,42,1225040,3.428459479,2.470923024,4.634280788,0.529022783
Northeast,CENS-R1,New York,36,45-49 years,45-49,1999,1999,48,1320845,3.634037302,2.679449964,4.818196537,0.524528104
Northeast,CENS-R1,New York,36,45-49 years,45-49,2000,2000,52,1347282,3.859622559,2.88254179,5.061382682,0.535233348
Northeast,CENS-R1,New York,36,45-49 years,45-49,2001,2001,62,1366906,4.535791049,3.47755896,5.814674624,0.576046039
Northeast,CENS-R1,New York,36,45-49 years,45-49,2002,2002,61,1394318,4.374898696,3.346448127,5.619744456,0.560148379
Northeast,CENS-R1,New York,36,45-49 years,45-49,2003,2003,50,1419538,3.522272739,2.614299315,4.643680623,0.498124588
Northeast,CENS-R1,New York,36,45-49 years,45-49,2004,2004,57,1440172,3.957860589,2.997640491,5.127857688,0.524231441
Northeast,CENS-R1,New York,36,45-49 years,45-49,2005,2005,56,1458302,3.840082507,2.900755388,4.986659571,0.51315261
Northeast,CENS-R1,New York,36,45-49 years,45-49,2006,2006,48,1470367,3.26449111,2.406976005,4.328232887,0.471188705
Northeast,CENS-R1,New York,36,45-49 years,45-49,2007,2007,64,1468966,4.35680608,3.355267826,5.563532963,0.54460076
Northeast,CENS-R1,New York,36,45-49 years,45-49,2008,2008,64,1467841,4.360145275,3.35783941,5.567797031,0.545018159
Northeast,CENS-R1,New York,36,45-49 years,45-49,2009,2009,92,1469881,6.259010083,5.045638959,7.676108217,0.65254691
Northeast,CENS-R1,New York,36,45-49 years,45-49,2010,2010,76,1457389,5.214805381,4.108676221,6.527107542,0.598179202
Northeast,CENS-R1,New York,36,45-49 years,45-49,2011,2011,74,1442371,5.130441474,4.028491491,6.44080964,0.596401707
Northeast,CENS-R1,New York,36,45-49 years,45-49,2012,2012,79,1421946,5.555766534,4.398550544,6.924137315,0.625072571
Northeast,CENS-R1,New York,36,45-49 years,45-49,2013,2013,76,1395516,5.446014234,4.29084262,6.816499942,0.624700676
Northeast,CENS-R1,New York,36,45-49 years,45-49,2014,2014,74,1367526,5.411231669,4.24897172,6.793316574,0.629042904
Northeast,CENS-R1,New York,36,45-49 years,45-49,2015,2015,63,1354013,4.652835682,3.575368429,5.953002442,0.586202195
Northeast,CENS-R1,New York,36,45-49 years,45-49,2016,2016,73,1344238,5.430585953,4.256704061,6.82814591,0.63560201
Northeast,CENS-R1,New York,36,45-49 years,45-49,2017,2017,67,1323243,5.063317924,3.923992142,6.430238455,0.618582737
Northeast,CENS-R1,New York,36,45-49 years,45-49,2018,2018,62,1293271,4.794045486,3.675560813,6.145744884,0.608844386
Northeast,CENS-R1,New York,36,45-49 years,45-49,2019,2019,75,1257339,5.964978419,4.691822194,7.477154558,0.688776379
Northeast,CENS-R1,New York,36,45-49 years,45-49,2020,2020,53,1216464,4.356890134,3.263613506,5.698925452,0.598464886
Northeast,CENS-R1,New York,36,45-49 years,45-49,2021,2021,61,1166051,5.231332077,4.001551269,6.719869757,0.669803437
Northeast,CENS-R1,New York,36,50-54 years,50-54,1999,1999,72,1174240,6.131625562,4.797614795,7.721771611,0.722619002
Northeast,CENS-R1,New York,36,50-54 years,50-54,2000,2000,86,1223534,7.028819796,5.622134458,8.680544063,0.757937131
Northeast,CENS-R1,New York,36,50-54 years,50-54,2001,2001,90,1271156,7.080169546,5.693287294,8.702741171,0.7463154
Northeast,CENS-R1,New York,36,50-54 years,50-54,2002,2002,96,1261054,7.612679552,6.166296425,9.296377902,0.776965853
Northeast,CENS-R1,New York,36,50-54 years,50-54,2003,2003,101,1270747,7.948080932,6.473844203,9.657627866,0.790863612
Northeast,CENS-R1,New York,36,50-54 years,50-54,2004,2004,83,1283911,6.464622548,5.149022756,8.013865822,0.70958451
Northeast,CENS-R1,New York,36,50-54 years,50-54,2005,2005,111,1299978,8.538606038,7.024230018,10.282693,0.810448619
Northeast,CENS-R1,New York,36,50-54 years,50-54,2006,2006,111,1318003,8.42183212,6.928166696,10.14206696,0.79936493
Northeast,CENS-R1,New York,36,50-54 years,50-54,2007,2007,100,1344831,7.43587856,6.050121079,9.04401103,0.743587856
Northeast,CENS-R1,New York,36,50-54 years,50-54,2008,2008,111,1373374,8.082284942,6.648840367,9.733164225,0.767136538
Northeast,CENS-R1,New York,36,50-54 years,50-54,2009,2009,118,1399663,8.430600795,6.978227429,10.09610702,0.776099711
Northeast,CENS-R1,New York,36,50-54 years,50-54,2010,2010,123,1425001,8.63157289,7.173688693,10.29868929,0.778282717
Northeast,CENS-R1,New York,36,50-54 years,50-54,2011,2011,111,1445082,7.68122501,6.318910961,9.250184201,0.729069614
Northeast,CENS-R1,New York,36,50-54 years,50-54,2012,2012,113,1450803,7.78879007,6.419059273,9.36428029,0.732707736
Northeast,CENS-R1,New York,36,50-54 years,50-54,2013,2013,122,1456529,8.376077648,6.955824145,10.00103442,0.758334439
Northeast,CENS-R1,New York,36,50-54 years,50-54,2014,2014,144,1460398,9.860325747,8.315634022,11.6087111,0.821693812
Northeast,CENS-R1,New York,36,50-54 years,50-54,2015,2015,133,1449514,9.175489164,7.682437983,10.87399806,0.795615813
Northeast,CENS-R1,New York,36,50-54 years,50-54,2016,2016,147,1428113,10.29330312,8.696609282,12.09824306,0.848977333
Northeast,CENS-R1,New York,36,50-54 years,50-54,2017,2017,136,1402103,9.699715356,8.138098722,11.47366647,0.83174373
Northeast,CENS-R1,New York,36,50-54 years,50-54,2018,2018,145,1369807,10.58543284,8.932640246,12.45538291,0.87907235
Northeast,CENS-R1,New York,36,50-54 years,50-54,2019,2019,119,1336938,8.900936319,7.373675455,10.65130774,0.815947495
Northeast,CENS-R1,New York,36,50-54 years,50-54,2020,2020,105,1314595,7.987250826,6.532786859,9.669044817,0.779475866
Northeast,CENS-R1,New York,36,50-54 years,50-54,2021,2021,107,1292219,8.280330192,6.78593068,10.0059357,0.800489734
Northeast,CENS-R1,New York,36,55-59 years,55-59,1999,1999,94,913115,10.2944317,8.318932368,12.59777445,1.061789557
Northeast,CENS-R1,New York,36,55-59 years,55-59,2000,2000,104,937243,11.09637522,9.066554618,13.44513589,1.088089111
Northeast,CENS-R1,New York,36,55-59 years,55-59,2001,2001,95,961533,9.880056119,7.993552286,12.07784607,1.01367237
Northeast,CENS-R1,New York,36,55-59 years,55-59,2002,2002,117,1031712,11.34037406,9.37879312,13.5911283,1.048417953
Northeast,CENS-R1,New York,36,55-59 years,55-59,2003,2003,131,1063571,12.31699623,10.29819475,14.61583718,1.076140957
Northeast,CENS-R1,New York,36,55-59 years,55-59,2004,2004,145,1107453,13.09310643,11.04876969,15.40604495,1.087323307
Northeast,CENS-R1,New York,36,55-59 years,55-59,2005,2005,149,1156512,12.88356714,10.89797726,15.1262742,1.055462945
Northeast,CENS-R1,New York,36,55-59 years,55-59,2006,2006,141,1199399,11.75588774,9.895608604,13.86427041,0.990024344
Northeast,CENS-R1,New York,36,55-59 years,55-59,2007,2007,121,1187485,10.1896024,8.455050488,12.17527802,0.92632749
Northeast,CENS-R1,New York,36,55-59 years,55-59,2008,2008,184,1201432,15.31505737,13.18201783,17.69492405,1.129041008
Northeast,CENS-R1,New York,36,55-59 years,55-59,2009,2009,168,1219492,13.77622813,11.77176588,16.02414099,1.062859075
Northeast,CENS-R1,New York,36,55-59 years,55-59,2010,2010,193,1245476,15.49608343,13.38688632,17.84326667,1.115432492
Northeast,CENS-R1,New York,36,55-59 years,55-59,2011,2011,185,1277190,14.48492394,12.47276316,16.72927816,1.064952788
Northeast,CENS-R1,New York,36,55-59 years,55-59,2012,2012,208,1314190,15.82723959,13.74928823,18.13054597,1.097421613
Northeast,CENS-R1,New York,36,55-59 years,55-59,2013,2013,185,1347850,13.72556293,11.81888814,15.85225861,1.009123457
Northeast,CENS-R1,New York,36,55-59 years,55-59,2014,2014,190,1374677,13.8214286,11.92592819,15.9325884,1.002711819
Northeast,CENS-R1,New York,36,55-59 years,55-59,2015,2015,184,1398330,13.15855342,11.32586589,15.20331252,0.970061428
Northeast,CENS-R1,New York,36,55-59 years,55-59,2016,2016,238,1411853,16.85727905,14.78347999,19.1405326,1.092695105
Northeast,CENS-R1,New York,36,55-59 years,55-59,2017,2017,206,1412119,14.58800569,12.66379291,16.72196345,1.016394517
Northeast,CENS-R1,New York,36,55-59 years,55-59,2018,2018,195,1412148,13.80875092,11.93854012,15.88885397,0.988865193
Northeast,CENS-R1,New York,36,55-59 years,55-59,2019,2019,193,1409953,13.68839954,11.82524923,15.7617739,0.985312559
Northeast,CENS-R1,New York,36,55-59 years,55-59,2020,2020,170,1391397,12.21793636,10.45028825,14.19893244,0.937072943
Northeast,CENS-R1,New York,36,55-59 years,55-59,2021,2021,197,1358229,14.50418155,12.5494087,16.67714871,1.033380148
Northeast,CENS-R1,New York,36,60-64 years ,60-64,1999,1999,124,751924,16.49102835,13.71638836,19.66213352,1.480938064
Northeast,CENS-R1,New York,36,60-64 years ,60-64,2000,2000,141,758770,18.58270622,15.64213538,21.915458,1.564946174
Northeast,CENS-R1,New York,36,60-64 years ,60-64,2001,2001,120,770006,15.58429415,12.92093422,18.63499676,1.422644908
Northeast,CENS-R1,New York,36,60-64 years ,60-64,2002,2002,125,789441,15.83398886,13.18006628,18.86548284,1.416235018
Northeast,CENS-R1,New York,36,60-64 years ,60-64,2003,2003,142,825258,17.2067402,14.49309473,20.2809152,1.443957561
Northeast,CENS-R1,New York,36,60-64 years ,60-64,2004,2004,150,846208,17.72613825,15.00294706,20.80069915,1.447333128
Northeast,CENS-R1,New York,36,60-64 years ,60-64,2005,2005,160,860978,18.58351781,15.81557694,21.69652527,1.469156081
Northeast,CENS-R1,New York,36,60-64 years ,60-64,2006,2006,168,880240,19.0857039,16.30870481,22.19998153,1.472494024
Northeast,CENS-R1,New York,36,60-64 years ,60-64,2007,2007,187,946384,19.75942112,17.02872114,22.80342927,1.444951978
Northeast,CENS-R1,New York,36,60-64 years ,60-64,2008,2008,195,976786,19.96343109,17.2596511,22.97065411,1.429610994
Northeast,CENS-R1,New York,36,60-64 years ,60-64,2009,2009,209,1024755,20.39511883,17.72361891,23.35558075,1.410759869
Northeast,CENS-R1,New York,36,60-64 years ,60-64,2010,2010,213,1076266,19.79064655,17.22192086,22.63445731,1.356032758
Northeast,CENS-R1,New York,36,60-64 years ,60-64,2011,2011,257,1125065,22.84312462,20.13547461,25.81343988,1.424914964
Northeast,CENS-R1,New York,36,60-64 years ,60-64,2012,2012,270,1124213,24.01680109,21.23723079,27.0590877,1.461615968
Northeast,CENS-R1,New York,36,60-64 years ,60-64,2013,2013,283,1140342,24.81711627,22.00964292,27.88344729,1.475224436
Northeast,CENS-R1,New York,36,60-64 years ,60-64,2014,2014,277,1162613,23.82564103,21.10218496,26.80304113,1.431544029
Northeast,CENS-R1,New York,36,60-64 years ,60-64,2015,2015,244,1190884,20.4889813,17.99856767,23.22763359,1.311672619
Northeast,CENS-R1,New York,36,60-64 years ,60-64,2016,2016,255,1216773,20.95707252,18.46353361,23.69345429,1.312382788
Northeast,CENS-R1,New York,36,60-64 years ,60-64,2017,2017,276,1247145,22.13054617,19.59643252,24.90141475,1.33210234
Northeast,CENS-R1,New York,36,60-64 years ,60-64,2018,2018,293,1273818,23.0017161,20.44310612,25.79200456,1.343774603
Northeast,CENS-R1,New York,36,60-64 years ,60-64,2019,2019,276,1292994,21.34580671,18.90155162,24.01842151,1.284866575
Northeast,CENS-R1,New York,36,60-64 years ,60-64,2020,2020,249,1304347,19.09001209,16.7922979,21.6143239,1.20978036
